company_name,ticker_code,industry,market,market_type,fiscal_period,prefecture,stock_price,market_cap,pbr,per_forward,per_trailing,per_previous,payout_ratio,dividend_yield,eps_trailing,eps_forward,eps_previous,revenue,operating_income,operating_margin,net_income,profit_margin,roe,equity_ratio,total_liabilities,current_liabilities,current_assets,total_debt,cash_and_equivalents,investment_securities,net_cash,net_cash_ratio,week52_high,week52_low,week52_high_ratio,volume_current,volume_avg_10d,volume_avg_90d,volume_surge_ratio,short_percent_float,short_ratio,beta,ma5,ma25,ma75,ma5_deviation,ma25_deviation,ma75_deviation,rsi14,bb_upper,bb_lower,bb_width,bb_pct_b
共同印刷,7914,その他製品,プライム（内国株式）,JP,2025-03-31,東京都,1512.0,41790746624.0,0.6483405,,11.358173,20.39950837002247,0.44509998,0.038499024,133.12,,49.77857689874472,99977000000.0,2336000000.0,0.03179,3310000000.0,0.03821,0.05762,0.4984782195168347,63256000000.0,26262000000.0,47780000000.0,13015000000.0,12254000000.0,17501000000.0,-3225300000.0,-0.0771773720392864,1760.0,1074.0,0.8591,102900.0,86883.0,110884.0,0.7783,,,0.593,1527.8,1569.12,1601.77,-0.0103,-0.0364,-0.056,36.17,1652.62,1485.62,167.01,0.158
ＮＩＳＳＨＡ,7915,その他製品,プライム（内国株式）,JP,2025-12-31,京都府,1311.0,62123212800.0,0.53872156,8.927477,62.22117,14.683117524560952,2.3663,0.011459129,21.07,146.85,79.92171117385216,194898000000.0,4400000000.0,0.0688,1001000000.0,0.01386,0.03286,0.461042699504238,132249000000.0,81041000000.0,116221000000.0,73797000000.0,39213000000.0,11075000000.0,-8275500000.0,-0.133211075651258,1487.0,1117.0,0.8816,225900.0,179516.0,222931.0,0.9937,,,0.681,1283.8,1286.16,1291.83,0.0212,0.0193,0.0148,53.38,1367.73,1204.59,163.14,0.6523
光村印刷,7916,その他製品,スタンダード（内国株式）,JP,2025-03-31,東京都,1980.0,6065266688.0,0.32958382,,11.171293,68.86402339187518,0.282,0.025445292,177.24,,18.506065095228426,14756503000.0,-158794000.0,0.02554,70563000.0,0.020350002,0.015700001,0.6340731435456191,9944576000.0,5381532000.0,10377351000.0,3552541000.0,4145913000.0,5158886000.0,4043995200.0,0.666746477611769,2005.0,1297.0,0.9875,3500.0,750.0,1435.0,2.2074,,,0.254,1964.6,1903.48,1850.09,0.0078,0.0402,0.0702,89.63,2019.95,1787.01,232.94,0.8285
ＺＡＣＲＯＳ,7917,化学,プライム（内国株式）,JP,2025-03-31,東京都,1410.0,100969340928.0,1.083367,3.7182565,15.43345,16.09785001321814,0.35279998,0.022839943,91.36,379.21,59.792500234083946,150735000000.0,10117000000.0,0.081099994,6530000000.0,0.049310002,0.08685,0.597689798994322,53234000000.0,42566000000.0,86783000000.0,4669000000.0,14986000000.0,2667000000.0,35415900000.0,0.3507589499396123,1548.0,903.75,0.9109,240900.0,133933.0,180147.0,1.3693,,,0.65,1389.6,1384.0,1330.13,0.0147,0.0188,0.06,49.32,1466.54,1301.46,165.08,0.6575
ヴィア・ホールディングス,7918,小売業,スタンダード（内国株式）,JP,2025-03-31,東京都,105.0,4790696960.0,3.125093,,,21.017160500000003,0.0,0.0,-4.38,,5.138658002825833,17373000000.0,199000000.0,-0.00957,-19000000.0,-0.01888,-0.23806,0.18177533385703062,5208000000.0,2127000000.0,1936000000.0,2582000000.0,927000000.0,371000000.0,-3012300000.0,-0.6287811617289188,134.0,103.0,0.7836,76700.0,55216.0,198705.0,0.479,,,-0.226,106.2,109.24,112.05,-0.0113,-0.0388,-0.0629,22.22,113.17,105.31,7.86,-0.0398
野崎印刷紙業,7919,その他製品,スタンダード（内国株式）,JP,2025-03-31,京都府,200.0,3228892672.0,0.6992322,,9.0212,5.272726525712753,0.33830002,0.0,22.17,,33.656241877207776,14570564000.0,690033000.0,0.0383,522142000.0,0.025610002,0.07756,0.413090519387453,6043735000.0,4533340000.0,4852639000.0,2397338000.0,1433833000.0,263666000.0,-1006529800.0,-0.3117260009068521,240.0,181.0,0.8333,10300.0,17866.0,17871.0,0.4151,,,0.39,201.2,204.88,206.26,-0.006,-0.0238,-0.0304,27.27,209.17,200.59,8.59,-0.0682
ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,7921,その他製品,プライム（内国株式）,JP,2025-05-31,東京都,3365.0,43434381312.0,1.4265716,,10.508729,14.095965969458588,0.32790002,0.03125,320.21,,231.76000215905052,29678785000.0,4048828000.0,0.03684,4075516000.0,0.13103,0.13819,0.7572823301779016,9331158000.0,7567975000.0,26111519000.0,208890000.0,19145987000.0,3206222000.0,19024716400.0,0.4380105304905972,4795.0,3100.0,0.7018,36000.0,21150.0,27443.0,1.2036,,,0.277,3393.0,3646.2,3949.33,-0.0083,-0.0771,-0.148,22.43,4005.88,3286.52,719.36,0.1091
三光産業,7922,その他製品,スタンダード（内国株式）,JP,2025-03-31,,718.0,5558089216.0,0.6292119,,435.15152,-28.013206401531264,6.0241,0.013927577,1.65,,-14.635953989814908,9666593000.0,82935000.0,0.01784,86096000.0,0.00241,0.0028400002,0.7407992845604443,3070529000.0,2704658000.0,6603462000.0,1033512000.0,2280805000.0,1262473000.0,4416664100.0,0.7946371366774405,914.0,368.0,0.7856,1300.0,57550.0,128780.0,0.0121,,,-0.051,717.4,728.68,688.92,0.0008,-0.0147,0.0422,50.0,760.79,696.57,64.23,0.3337
トーイン,7923,その他製品,スタンダード（内国株式）,JP,2025-03-31,東京都,,5929164800.0,0.53133476,,8.643334,6.893866407656847,0.1284,0.014780405,136.29,,96.93999597869822,14582228000.0,891460000.0,0.060450003,597660000.0,0.044299997,0.06127,0.5338223670134548,9482469000.0,5726720000.0,8733320000.0,3928618000.0,2683844000.0,3159502000.0,1462502400.0,0.24666246416358675,1223.0,629.0,,1700.0,3130.0,9170.0,,,,0.189,,,,,,,,,,,
前澤化成工業,7925,化学,プライム（内国株式）,JP,2025-03-31,東京都,1880.0,27923623936.0,0.6497342,,14.535334,19.024895062958166,0.5725,0.038702928,129.34,,91.8300020348234,24166000000.0,2165000000.0,0.092489995,1714000000.0,0.07811,0.04645,0.8297829702811567,8389000000.0,6879000000.0,28409000000.0,330000000.0,12905000000.0,9629000000.0,26760300000.0,0.9583390773824236,2547.0,1757.0,0.7381,71200.0,53333.0,45321.0,1.3119,,,,1954.4,2098.32,2225.49,-0.0381,-0.104,-0.1552,17.81,2300.76,1895.88,404.88,-0.0392
