company_name,ticker_code,industry,market,market_type,fiscal_period,prefecture,stock_price,market_cap,pbr,per_forward,per_trailing,per_previous,payout_ratio,dividend_yield,eps_trailing,eps_forward,eps_previous,revenue,operating_income,operating_margin,net_income,profit_margin,roe,equity_ratio,total_liabilities,current_liabilities,current_assets,total_debt,cash_and_equivalents,investment_securities,net_cash,net_cash_ratio,week52_high,week52_low,week52_high_ratio,volume_current,volume_avg_10d,volume_avg_90d,volume_surge_ratio,short_percent_float,short_ratio,beta,ma5,ma25,ma75,ma5_deviation,ma25_deviation,ma75_deviation,rsi14,bb_upper,bb_lower,bb_width,bb_pct_b
Ａｂａｌａｎｃｅ,3856,電気機器,スタンダード（内国株式）,JP,2024-06-30,東京都,513.0,9721683968.0,0.2613215,,1.4413756,2.166355487454577,0.0139999995,0.007984032,355.91,,290.40999515749377,208972000000.0,23353000000.0,0.11744001,9530000000.0,0.01313,,0.16050155487337936,107743000000.0,83261000000.0,89197000000.0,44955000000.0,37740000000.0,2582000000.0,-16738600000.0,-1.7217798948306648,1400.0,328.0,0.3664,69600.0,209110.0,246765.0,0.2459,,,0.8,506.8,518.32,560.36,0.0122,-0.0103,-0.0845,51.71,549.94,486.7,63.24,0.4159
ユビキタスＡＩ,3858,情報・通信業,スタンダード（内国株式）,JP,2025-03-31,東京都,386.0,4037128960.0,2.1147904,,,45.35658057397568,0.0,0.0,-49.61,,8.708769378144874,,,0.06597,,-0.13201,-0.24070999,0.694410568281014,1054429000.0,730717000.0,2513353000.0,65414000.0,1346054000.0,265341000.0,1644662700.0,0.40738423674234076,507.0,321.0,0.7613,297100.0,254380.0,79208.0,3.2497,,,0.594,376.8,353.72,348.55,0.0244,0.0913,0.1075,60.54,392.44,315.0,77.44,0.9168
王子ホールディングス,3861,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,778.9,669900079104.0,0.61940557,10.201703,22.563732,12.851384028990726,0.86910003,0.046511628,34.52,76.35,51.30000002251417,1849264000000.0,67687000000.0,0.01688,46171000000.0,0.029860001,0.05017,0.41814400595059636,1502241000000.0,738818000000.0,806504000000.0,903388000000.0,58429000000.0,197835000000.0,-557252500000.0,-0.8318442068932614,990.7,677.2,0.7862,3980500.0,4678570.0,4594333.0,0.896,,,0.068,774.72,803.9,856.73,0.0054,-0.0311,-0.0908,37.05,858.01,749.79,108.23,0.269
日本製紙,3863,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,1220.0,140676382720.0,0.27693096,10.115248,11.997246,5.360124218642789,0.1475,0.0,101.69,120.61,197.0899995579403,1182431000000.0,19708000000.0,0.03354,4539000000.0,0.00985,0.02626,0.2829928586022023,1192875000000.0,479192000000.0,638305000000.0,874926000000.0,185941000000.0,172984000000.0,-433481200000.0,-3.0814070678999044,1612.0,987.0,0.7568,1528600.0,1473580.0,1205980.0,1.4668,,,0.27,1210.4,1357.84,1311.52,0.0079,-0.1015,-0.0698,14.12,1553.6,1162.08,391.51,0.1479
三菱製紙,3864,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,1061.0,46480478208.0,0.45061743,19.648148,24.463915,6.298454996259049,0.3459,0.0,43.37,54.0,99.13000015041831,,,0.03411,,0.01207,0.02024,0.40944783567143894,122937000000.0,88882000000.0,91512000000.0,72334000000.0,6239000000.0,24813000000.0,-14055900000.0,-0.30240437581343055,1137.0,583.0,0.9332,103000.0,273680.0,278038.0,0.3257,,,0.424,1052.2,1017.0,905.06,0.0084,0.0433,0.1723,54.24,1162.0,872.0,290.0,0.6517
北越コーポレーション,3865,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,904.0,143556984832.0,0.5927259,9.049049,13.084383,19.46153736341537,0.34759998,0.0,69.09,99.9,49.84651025069086,305718000000.0,19728000000.0,0.02902,15529000000.0,0.02537,0.02874,0.6329395868048758,153014000000.0,82005000000.0,179486000000.0,90630000000.0,27644000000.0,30608000000.0,47897600000.0,0.33364869049076906,1074.0,809.0,0.8417,189500.0,360260.0,368343.0,0.5366,,,0.245,902.6,891.92,924.65,0.0016,0.0135,-0.0223,69.95,943.55,840.29,103.25,0.617
みのや,386A,小売業,スタンダード（内国株式）,JP,2024-06-30,埼玉県,1304.0,4700919808.0,1.1976455,,18.381731,,0.0,0.0,70.94,,,,,0.048130002,,0.0116799995,,0.32541649810982043,5182736000.0,3554514000.0,3233742000.0,2247262000.0,1108145000.0,176398000.0,-1825515400.0,-0.38833153394647313,2980.0,1293.0,0.4376,14800.0,8540.0,9543.0,1.2756,,,,1340.8,1327.16,1410.25,-0.0274,-0.0175,-0.0753,52.36,1375.12,1279.2,95.91,0.2585
中越パルプ工業,3877,パルプ・紙,プライム（内国株式）,JP,2025-03-31,,2000.0,25130735616.0,0.41916764,,10.152285,5.585522680010999,0.46310002,0.0,197.0,,285.81357633794113,111009000000.0,4848000000.0,0.050040003,1761000000.0,0.0221,0.04271,0.4666989367288002,65948000000.0,52103000000.0,54612000000.0,37194000000.0,9005000000.0,11651000000.0,-3180300000.0,-0.1265502151865064,2087.0,1523.0,0.9583,13600.0,42050.0,42686.0,0.3365,,,0.464,1983.0,1986.44,1933.72,0.0086,0.0068,0.0343,53.94,2055.91,1916.97,138.94,0.5976
巴川コーポレーション,3878,化学,スタンダード（内国株式）,JP,2025-03-31,,830.0,8139151872.0,0.46062744,7.614679,8.711167,11.91167715630035,0.15720001,0.0,95.28,109.0,57.2748841533509,34432000000.0,1286000000.0,0.04201,749000000.0,0.02658,0.056360003,0.33065723522902335,26460000000.0,18197000000.0,21639000000.0,13882000000.0,4925000000.0,6318000000.0,-398400000.0,-0.048948589025665006,950.0,660.0,0.8737,28400.0,49440.0,66525.0,0.4961,,,0.673,833.4,876.24,862.07,-0.0041,-0.0528,-0.0372,34.94,943.63,808.85,134.77,0.1569
フラー,387A,情報・通信業,グロース（内国株式）,JP,2024-06-30,新潟県,841.0,1461817728.0,1.2120757,,8.716832,265.1367411474441,0.0,0.0,96.48,,16.97237425686515,,,0.041750003,,0.052449998,,0.595837630976246,520762000.0,294523000.0,1137985000.0,228319000.0,886065000.0,19769000.0,631061300.0,0.4316962969544723,5420.0,833.0,0.1552,1100.0,3490.0,4978.0,0.179,,,,846.0,913.84,1050.24,-0.0059,-0.0797,-0.1992,14.43,1058.69,768.99,289.7,0.2486
