company_name,ticker_code,industry,market,market_type,fiscal_period,prefecture,stock_price,market_cap,pbr,per_forward,per_trailing,per_previous,payout_ratio,dividend_yield,eps_trailing,eps_forward,eps_previous,revenue,operating_income,operating_margin,net_income,profit_margin,roe,equity_ratio,total_liabilities,current_liabilities,current_assets,total_debt,cash_and_equivalents,investment_securities,net_cash,net_cash_ratio,week52_high,week52_low,week52_high_ratio,volume_current,volume_avg_10d,volume_avg_90d,volume_surge_ratio,short_percent_float,short_ratio,beta,ma5,ma25,ma75,ma5_deviation,ma25_deviation,ma75_deviation,rsi14,bb_upper,bb_lower,bb_width,bb_pct_b
Ａｂａｌａｎｃｅ,3856,電気機器,スタンダード（内国株式）,JP,2024-06-30,東京都,513.0,9721683968.0,0.2613215,,1.4413756,2.166355487454577,0.0139999995,0.007984032,355.91,,290.40999515749377,208972000000.0,23353000000.0,0.11744001,9530000000.0,0.01313,,0.1605015548733793,107743000000.0,83261000000.0,89197000000.0,44955000000.0,37740000000.0,2582000000.0,-16738600000.0,-1.7217798948306648,1400.0,328.0,0.3664,69600.0,209110.0,246765.0,0.2459,,,0.8,506.8,518.32,560.36,0.0122,-0.0103,-0.0845,51.71,549.94,486.7,63.24,0.4159
ユビキタスＡＩ,3858,情報・通信業,スタンダード（内国株式）,JP,2025-03-31,東京都,386.0,4037128960.0,2.1147904,,,45.35658057397568,0.0,0.0,-49.61,,8.708769378144874,,,0.06597,,-0.13201,-0.24070999,0.694410568281014,1054429000.0,730717000.0,2513353000.0,65414000.0,1346054000.0,265341000.0,1644662700.0,0.4073842367423407,507.0,321.0,0.7613,297100.0,254380.0,79208.0,3.2497,,,0.594,376.8,353.72,348.55,0.0244,0.0913,0.1075,60.54,392.44,315.0,77.44,0.9168
王子ホールディングス,3861,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,778.9,669900079104.0,0.61940557,10.201703,22.563732,12.851384028990726,0.86910003,0.046511628,34.52,76.35,51.30000002251417,1849264000000.0,67687000000.0,0.01688,46171000000.0,0.029860001,0.05017,0.4181440059505963,1502241000000.0,738818000000.0,806504000000.0,903388000000.0,58429000000.0,197835000000.0,-557252500000.0,-0.8318442068932614,990.7,677.2,0.7862,3980500.0,4678570.0,4594333.0,0.896,,,0.068,774.72,803.9,856.73,0.0054,-0.0311,-0.0908,37.05,858.01,749.79,108.23,0.269
日本製紙,3863,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,1220.0,140676382720.0,0.27693096,10.115248,11.997246,5.360124218642789,0.1475,0.0,101.69,120.61,197.0899995579403,1182431000000.0,19708000000.0,0.03354,4539000000.0,0.00985,0.02626,0.2829928586022023,1192875000000.0,479192000000.0,638305000000.0,874926000000.0,185941000000.0,172984000000.0,-433481200000.0,-3.0814070678999044,1612.0,987.0,0.7568,1528600.0,1473580.0,1205980.0,1.4668,,,0.27,1210.4,1357.84,1311.52,0.0079,-0.1015,-0.0698,14.12,1553.6,1162.08,391.51,0.1479
三菱製紙,3864,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,1061.0,46480478208.0,0.45061743,19.648148,24.463915,6.298454996259049,0.3459,0.0,43.37,54.0,99.13000015041833,,,0.03411,,0.01207,0.02024,0.4094478356714389,122937000000.0,88882000000.0,91512000000.0,72334000000.0,6239000000.0,24813000000.0,-14055900000.0,-0.3024043758134305,1137.0,583.0,0.9332,103000.0,273680.0,278038.0,0.3257,,,0.424,1052.2,1017.0,905.06,0.0084,0.0433,0.1723,54.24,1162.0,872.0,290.0,0.6517
北越コーポレーション,3865,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,904.0,143556984832.0,0.5927259,9.049049,13.084383,19.46153736341537,0.34759998,0.0,69.09,99.9,49.84651025069086,305718000000.0,19728000000.0,0.02902,15529000000.0,0.02537,0.02874,0.6329395868048758,153014000000.0,82005000000.0,179486000000.0,90630000000.0,27644000000.0,30608000000.0,47897600000.0,0.333648690490769,1074.0,809.0,0.8417,189500.0,360260.0,368343.0,0.5366,,,0.245,902.6,891.92,924.65,0.0016,0.0135,-0.0223,69.95,943.55,840.29,103.25,0.617
みのや,386A,小売業,スタンダード（内国株式）,JP,2024-06-30,埼玉県,1304.0,4700919808.0,1.1976455,,18.381731,,0.0,0.0,70.94,,,,,0.048130002,,0.0116799995,,0.3254164981098204,5182736000.0,3554514000.0,3233742000.0,2247262000.0,1108145000.0,176398000.0,-1825515400.0,-0.3883315339464731,2980.0,1293.0,0.4376,14800.0,8540.0,9543.0,1.2756,,,,1340.8,1327.16,1410.25,-0.0274,-0.0175,-0.0753,52.36,1375.12,1279.2,95.91,0.2585
中越パルプ工業,3877,パルプ・紙,プライム（内国株式）,JP,2025-03-31,,2000.0,25130735616.0,0.41916764,,10.152285,5.585522680010999,0.46310002,0.0,197.0,,285.8135763379412,111009000000.0,4848000000.0,0.050040003,1761000000.0,0.0221,0.04271,0.4666989367288002,65948000000.0,52103000000.0,54612000000.0,37194000000.0,9005000000.0,11651000000.0,-3180300000.0,-0.1265502151865064,2087.0,1523.0,0.9583,13600.0,42050.0,42686.0,0.3365,,,0.464,1983.0,1986.44,1933.72,0.0086,0.0068,0.0343,53.94,2055.91,1916.97,138.94,0.5976
巴川コーポレーション,3878,化学,スタンダード（内国株式）,JP,2025-03-31,,830.0,8139151872.0,0.46062744,7.614679,8.711167,11.91167715630035,0.15720001,0.0,95.28,109.0,57.2748841533509,34432000000.0,1286000000.0,0.04201,749000000.0,0.02658,0.056360003,0.3306572352290233,26460000000.0,18197000000.0,21639000000.0,13882000000.0,4925000000.0,6318000000.0,-398400000.0,-0.048948589025665,950.0,660.0,0.8737,28400.0,49440.0,66525.0,0.4961,,,0.673,833.4,876.24,862.07,-0.0041,-0.0528,-0.0372,34.94,943.63,808.85,134.77,0.1569
フラー,387A,情報・通信業,グロース（内国株式）,JP,2024-06-30,新潟県,841.0,1461817728.0,1.2120757,,8.716832,265.1367411474441,0.0,0.0,96.48,,16.97237425686515,,,0.041750003,,0.052449998,,0.595837630976246,520762000.0,294523000.0,1137985000.0,228319000.0,886065000.0,19769000.0,631061300.0,0.4316962969544723,5420.0,833.0,0.1552,1100.0,3490.0,4978.0,0.179,,,,846.0,913.84,1050.24,-0.0059,-0.0797,-0.1992,14.43,1058.69,768.99,289.7,0.2486
大王製紙,3880,パルプ・紙,プライム（内国株式）,JP,2025-03-31,,920.0,141879328768.0,0.65801424,17.497147,17.132215,30.24457956663332,0.2606,0.0,53.7,52.58,26.889549605636077,668912000000.0,9808000000.0,0.0342,-11197000000.0,0.0133299995,0.04336,0.2671572997948234,636355000000.0,266702000000.0,360882000000.0,444637000000.0,113189000000.0,21382000000.0,-260505600000.0,-1.8361067976715395,1244.0,774.0,0.7395,301700.0,296790.0,363638.0,0.76,,,0.315,918.2,946.68,1025.2,0.002,-0.0282,-0.1026,39.23,989.03,904.33,84.71,0.185
ニッポン高度紙工業,3891,パルプ・紙,スタンダード（内国株式）,JP,2025-03-31,,9170.0,96712908800.0,3.6904867,41.334232,36.64189,10.313325382326294,0.35900003,0.010752688,250.26,221.85,167.550001246474,,,0.18716,,0.14186,0.105450004,0.6777371261510852,11365995000.0,6768881000.0,17507454000.0,8286943000.0,4126719000.0,302683000.0,6353337100.0,0.0656927516588147,9180.0,1688.0,0.9989,372500.0,251030.0,150123.0,2.3566,,,1.33,8428.0,7061.6,5059.67,0.088,0.2986,0.8124,78.19,8751.06,5372.14,3378.93,1.124
岡山製紙,3892,パルプ・紙,スタンダード（内国株式）,JP,2025-05-31,岡山県,1768.0,8212225536.0,0.556527,,11.024507,5.507915251401795,0.3118,0.0,160.37,,250.1899912501327,11522767000.0,1032592000.0,0.081149995,798698000.0,0.066139996,0.05362,0.7800839845409626,3649183000.0,2906595000.0,10140417000.0,38694000.0,2866006000.0,3656133000.0,9050527100.0,1.1020797054738851,2075.0,1400.0,0.852,1000.0,16350.0,6326.0,0.1821,,,0.603,1767.8,1725.22,1725.52,0.0001,0.0248,0.0246,61.07,1818.6,1631.84,186.76,0.7291
ハビックス,3895,パルプ・紙,スタンダード（内国株式）,JP,2025-03-31,岐阜県,412.0,3221417216.0,0.4428198,,5.892449,4.934922556318816,0.2289,0.038647342,69.92,,86.88714699356538,13403100000.0,695011000.0,0.04361,672450000.0,0.05014,0.09604,0.590202881925855,5044246000.0,3912547000.0,8335434000.0,1301206000.0,2231282000.0,149601000.0,3395908700.0,1.0541660617983113,463.0,379.0,0.8898,2000.0,7410.0,7171.0,0.2304,,,0.551,411.8,413.16,419.33,0.0005,-0.0028,-0.0175,47.83,417.87,408.45,9.43,0.377
阿波製紙,3896,パルプ・紙,スタンダード（内国株式）,JP,2025-03-31,徳島県,398.0,3980773376.0,0.6222804,,5.3237023,76.34615617493422,0.0,0.0,74.76,,5.199999841384837,17124457000.0,432415000.0,0.04828,35867000.0,0.04072,0.11833,0.1977941571852789,19605176000.0,9256432000.0,9247124000.0,12597418000.0,988726000.0,199818000.0,-10218179400.0,-2.56688297344561,579.0,320.0,0.6874,29200.0,51010.0,92633.0,0.1594,,,0.775,397.4,423.6,423.79,0.0015,-0.0604,-0.0608,38.46,461.14,386.06,75.08,0.159
クラウドワークス,3900,情報・通信業,グロース（内国株式）,JP,2025-09-30,東京都,605.0,9576832000.0,1.4329804,7.846952,,18.07499521716025,0.0,0.0,-29.8,77.1,57.87000148176728,22657413000.0,1759112000.0,0.02949,-257066000.0,-0.02086,-0.05909,0.4202554492157501,8944728000.0,5593074000.0,11486209000.0,3912133000.0,8090366000.0,,2541481000.0,0.2653780498603296,1147.0,546.0,0.5275,81500.0,133720.0,210230.0,0.4084,,,-0.417,600.8,608.84,646.09,0.007,-0.0063,-0.0636,64.09,686.43,531.25,155.18,0.4753
マークラインズ,3901,情報・通信業,プライム（内国株式）,JP,2025-12-31,東京都,1320.0,16825406464.0,2.680056,8.92495,11.363636,17.151679415392522,0.4477,0.04113924,116.16,147.9,119.28999803219058,5570370000.0,2095580000.0,0.36964,1519709000.0,0.27384,0.23469,0.7418825173990045,2234300000.0,2220505000.0,4296679000.0,,3802363000.0,2806041000.0,4026607700.0,0.2393171129990479,2227.0,1242.0,0.5927,87300.0,86490.0,74590.0,0.9723,,,0.59,1285.4,1386.92,1505.84,0.0269,-0.0483,-0.1234,49.43,1560.98,1212.86,348.13,0.3078
メディカル・データ・ビジョン,3902,情報・通信業,プライム（内国株式）,JP,2025-12-31,東京都,,63750811648.0,20.691519,65.65302,227.26047,-19.96817661713237,0.0,0.0,7.41,25.65,-20.732989693450264,6539159000.0,349464000.0,0.13439,280242000.0,0.04282,0.08816,0.645222202410998,1667200000.0,1510544000.0,3356368000.0,,1713216000.0,147982000.0,1792755400.0,0.0281212953005005,1693.0,377.0,,56100.0,26690.0,76888.0,,,,1.061,,,,,,,,,,,
ｇｕｍｉ,3903,情報・通信業,プライム（内国株式）,JP,2025-04-30,東京都,277.0,14127092736.0,0.6827318,5.4743085,4.8477426,-3.452642815181464,0.0,0.0,57.14,50.6,-150.02999954768703,8942741000.0,370823000.0,0.09826,2063322000.0,0.28732002,0.112040006,0.7103686430947271,6004411000.0,5112234000.0,15736683000.0,4031567000.0,6077083000.0,1523345000.0,10798613500.0,0.7643903598425419,865.0,264.0,0.3202,546700.0,553620.0,482666.0,1.0648,,,-0.41,272.2,302.16,323.13,0.0176,-0.0833,-0.1428,34.52,340.45,263.87,76.58,0.1715
カヤック,3904,情報・通信業,グロース（内国株式）,JP,2025-12-31,神奈川県,398.0,6132596736.0,1.036086,,9.33177,48.15579167296921,0.0915,0.009848485,42.65,,9.25302092171146,20094686000.0,1071177000.0,0.06555,683924000.0,0.022060001,0.07911,0.4276651532255828,7259328000.0,5372655000.0,9993763000.0,3229640000.0,5250215000.0,243332000.0,2904767400.0,0.4736602657970694,606.0,395.0,0.6568,15800.0,17620.0,19105.0,0.4632,,,0.944,397.2,417.72,433.76,0.002,-0.0472,-0.0824,26.83,450.52,384.92,65.6,0.1994
データセクション,3905,情報・通信業,グロース（内国株式）,JP,2025-03-31,東京都,4900.0,145422696448.0,7.5664344,,54.1616,-22.017366219252672,0.0,0.0,90.47,,-84.0700009968235,2942635000.0,-496002000.0,0.21934,-654991000.0,0.08335,0.25744,0.5189904333309897,2193818000.0,1877443000.0,1391803000.0,1370117000.0,526039000.0,62735000.0,-758100500.0,-0.0052130824040323,6140.0,1270.0,0.798,4374300.0,4931920.0,1744766.0,2.8555,,,0.283,5064.0,3534.24,2223.0,-0.0324,0.3864,1.2042,62.26,6523.83,544.65,5979.18,0.7284
シリコンスタジオ,3907,情報・通信業,スタンダード（内国株式）,JP,2025-11-30,東京都,1235.0,3390047744.0,1.9494224,,16.449121,28.2183485300276,0.1333,0.0,75.08,,25.62031406234988,4303000000.0,150000000.0,0.118669994,206000000.0,0.019709999,0.04977,0.6620271234832262,947000000.0,705000000.0,2391000000.0,340000000.0,1591000000.0,69000000.0,1492300000.0,0.4402002899933199,2190.0,568.0,0.5639,82100.0,851500.0,230246.0,0.5162,,,0.687,1229.8,1075.96,803.17,0.0042,0.1478,0.5377,56.56,1964.41,187.51,1776.9,0.5895
コラボス,3908,情報・通信業,グロース（内国株式）,JP,2025-03-31,東京都,301.0,1401066240.0,1.0249217,,13.851818,-1.7094229026266132,0.2762,0.0,21.73,,-177.80699949129274,1906946000.0,75494000.0,0.00495,144924000.0,0.05945,0.07603,0.7441778870611199,444044000.0,308276000.0,1513377000.0,285531000.0,1307016000.0,,1069333000.0,0.7632280112609094,670.0,274.0,0.4493,3800.0,12320.0,43446.0,0.0503,,,0.282,299.6,308.56,354.52,0.0047,-0.0245,-0.151,51.43,331.28,285.84,45.43,0.3336
