company_name,ticker_code,industry,market,market_type,fiscal_period,prefecture,stock_price,market_cap,pbr,per_forward,per_trailing,per_previous,payout_ratio,dividend_yield,eps_trailing,eps_forward,eps_previous,revenue,operating_income,operating_margin,net_income,profit_margin,roe,equity_ratio,total_liabilities,current_liabilities,current_assets,total_debt,cash_and_equivalents,investment_securities,net_cash,net_cash_ratio,week52_high,week52_low,week52_high_ratio,volume_current,volume_avg_10d,volume_avg_90d,volume_surge_ratio,short_percent_float,short_ratio,beta,ma5,ma25,ma75,ma5_deviation,ma25_deviation,ma75_deviation,rsi14,bb_upper,bb_lower,bb_width,bb_pct_b
Ａｂａｌａｎｃｅ,3856,電気機器,スタンダード（内国株式）,JP,2024-06-30,東京都,523.0,9911190528.0,0.2664155,,1.4694313,2.2041207414383965,0.0139999995,0.007920792,355.92,,290.40999515749377,208972000000.0,23353000000.0,0.11744001,9530000000.0,0.01313,,0.16050155487337936,107743000000.0,83261000000.0,89197000000.0,44955000000.0,37740000000.0,2582000000.0,-16738600000.0,-1.688858664628831,1400.0,328.0,0.3736,135500.0,116990.0,286274.0,0.3737,,,0.745,507.6,534.84,564.56,0.0303,-0.0221,-0.0736,53.5,599.18,470.5,128.68,0.408
ユビキタスＡＩ,3858,情報・通信業,スタンダード（内国株式）,JP,2025-03-31,東京都,378.0,3953457664.0,1.8799143,,,125.88807501519757,0.0,0.0,-3.06,,3.145651404648087,4138789000.0,96498000.0,-0.16500999,91084000.0,-0.029579999,-0.05633,0.694410568281014,1054429000.0,730717000.0,2513353000.0,65414000.0,1346054000.0,265341000.0,1644662700.0,0.4160061494969888,507.0,321.0,0.7456,326300.0,72460.0,55862.0,4.0255,,,0.563,354.2,340.04,350.12,0.0672,0.1116,0.0796,76.04,362.36,317.72,44.64,1.3504
王子ホールディングス,3861,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,777.1,668351922176.0,0.6675233,10.178127,22.524637,12.604817464847597,0.86910003,0.045385778,34.5,76.35,51.30000002251417,1849264000000.0,67687000000.0,0.01688,46171000000.0,0.029860001,0.05017,0.41814400595059636,1502241000000.0,738818000000.0,806504000000.0,903388000000.0,58429000000.0,197835000000.0,-557252500000.0,-0.8337710740558868,990.7,670.9,0.7844,5529200.0,5337510.0,4579455.0,1.27,,,0.065,800.4,827.55,875.39,-0.0291,-0.061,-0.1123,33.88,864.67,790.43,74.24,-0.1796
日本製紙,3863,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,1364.0,157280796672.0,0.30961788,11.309178,13.40804,5.144516111912525,0.1475,0.0,101.73,120.61,197.0899995579403,1182431000000.0,19708000000.0,0.03354,4539000000.0,0.00985,0.02626,0.2829928586022023,1192875000000.0,479192000000.0,638305000000.0,874926000000.0,185941000000.0,172984000000.0,-433481200000.0,-2.756097433204131,1612.0,987.0,0.8462,676300.0,1311670.0,1116046.0,0.7464,,,0.27,1408.6,1412.28,1296.39,-0.0317,-0.0342,0.0522,60.7,1538.84,1285.72,253.12,0.3093
三菱製紙,3864,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,1095.0,47970148352.0,0.58176666,20.277779,25.242046,6.189519587467988,0.3459,0.0,43.38,54.0,99.13000015041831,,,0.03411,,0.01207,0.02024,0.40944783567143894,122937000000.0,88882000000.0,91512000000.0,72334000000.0,6239000000.0,24813000000.0,-14055900000.0,-0.2930134778166466,1119.0,583.0,0.9786,418100.0,293880.0,314332.0,1.3374,,,0.401,1054.6,970.16,850.71,0.0383,0.1287,0.2872,78.83,1072.06,868.26,203.81,1.1125
北越コーポレーション,3865,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,897.0,142445363200.0,0.56016636,8.978979,12.990586,19.815485950898996,0.34759998,0.0,69.05,99.9,49.840000050868056,305718000000.0,19728000000.0,0.02902,15529000000.0,0.02537,0.02874,0.6329395868048758,153014000000.0,82005000000.0,179486000000.0,90630000000.0,27644000000.0,30608000000.0,47897600000.0,0.3362524333821208,1074.0,809.0,0.8352,272400.0,442410.0,397965.0,0.7939,,,0.248,856.2,891.12,928.12,0.0477,0.0066,-0.0335,50.67,940.88,841.36,99.53,0.5591
みのや,386A,小売業,スタンダード（内国株式）,JP,2024-06-30,埼玉県,1303.0,4697314816.0,1.196727,,18.354698,,0.0,0.0,70.99,,,,,0.048130002,,0.0116799995,,0.32541649810982043,5182736000.0,3554514000.0,3233742000.0,2247262000.0,1108145000.0,176398000.0,-1825515400.0,-0.3886295621025712,2980.0,1293.0,0.4372,7000.0,7860.0,10005.0,0.569,,,,1298.2,1346.24,1453.85,0.0037,-0.0321,-0.1038,27.2,1432.87,1259.61,173.26,0.2504
中越パルプ工業,3877,パルプ・紙,プライム（内国株式）,JP,2025-03-31,,1968.0,24728793088.0,0.4220219,,10.123978,5.105906945052066,0.46310002,0.0,194.39,,285.81357633794113,111009000000.0,4848000000.0,0.050040003,1761000000.0,0.0221,0.04271,0.4666989367288002,65948000000.0,52103000000.0,54612000000.0,37194000000.0,9005000000.0,11651000000.0,-3180300000.0,-0.12860716609510903,2087.0,1523.0,0.943,28300.0,76280.0,45879.0,0.7189,,,0.45,1967.0,1962.04,1929.52,0.0005,0.003,0.0199,55.3,2039.69,1884.39,155.3,0.5384
巴川コーポレーション,3878,化学,スタンダード（内国株式）,JP,2025-03-31,,864.0,8472562688.0,0.51709276,7.9266057,15.152578,10.266322666526923,0.26299998,0.0,57.02,109.0,57.2748841533509,34432000000.0,1286000000.0,0.04201,749000000.0,0.02658,0.056360003,0.33065723522902335,26460000000.0,18197000000.0,21639000000.0,13882000000.0,4925000000.0,6318000000.0,-398400000.0,-0.0470223726481562,950.0,645.0,0.9095,39400.0,117220.0,66851.0,0.7345,,,0.672,867.2,888.6,851.69,-0.0037,-0.0277,0.0145,49.82,939.99,837.21,102.78,0.2607
フラー,387A,情報・通信業,グロース（内国株式）,JP,2024-06-30,新潟県,881.0,1531345408.0,1.2697251,,9.132373,265.1367411474441,0.0,0.0,96.47,,16.97237425686515,,,0.041750003,,0.052449998,,0.595837630976246,520762000.0,294523000.0,1137985000.0,228319000.0,886065000.0,19769000.0,631061300.0,0.4120959887320209,5420.0,874.0,0.1625,1500.0,6770.0,5351.0,0.1854,,,,888.2,1005.56,1134.09,-0.0081,-0.1239,-0.2232,3.02,1157.95,853.17,304.78,0.0913
